pair_id	style	prompt_far	prompt_close	negative_prompt
focus_00761	a stained glass depiction of	centered owl face, bold silhouette	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00762	a stained glass depiction of	centered owl face, bold silhouette	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00763	a stained glass depiction of	centered owl face, bold silhouette	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00764	a stained glass depiction of	centered owl face, bold silhouette	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00765	a stained glass depiction of	centered owl face, bold silhouette	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00766	a stained glass depiction of	centered owl face, bold silhouette	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00767	a stained glass depiction of	centered owl face, bold silhouette	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00768	a stained glass depiction of	centered owl face, bold silhouette	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00769	a stained glass depiction of	centered owl face, bold silhouette	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00770	a stained glass depiction of	centered owl face, bold silhouette	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00771	a stained glass depiction of	centered owl face, bold silhouette	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00772	a stained glass depiction of	centered owl face, bold silhouette	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00773	a stained glass depiction of	centered owl face, bold silhouette	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00774	a stained glass depiction of	centered owl face, bold silhouette	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00775	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00776	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00777	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00778	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00779	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00780	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00781	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00782	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00783	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00784	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00785	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00786	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00787	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00788	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00789	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00790	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00791	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00792	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00793	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00794	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00795	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00796	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00797	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00798	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00799	a stained glass depiction of	iconic rabbit silhouette, large simple shapes	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00800	a stained glass depiction of	poster-like serene monk face, symmetrical layout	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00801	a stained glass depiction of	poster-like serene monk face, symmetrical layout	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00802	a stained glass depiction of	poster-like serene monk face, symmetrical layout	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00803	a stained glass depiction of	poster-like serene monk face, symmetrical layout	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00804	a stained glass depiction of	poster-like serene monk face, symmetrical layout	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00805	a stained glass depiction of	poster-like serene monk face, symmetrical layout	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00806	a stained glass depiction of	poster-like serene monk face, symmetrical layout	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00807	a stained glass depiction of	poster-like serene monk face, symmetrical layout	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00808	a stained glass depiction of	poster-like serene monk face, symmetrical layout	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00809	a stained glass depiction of	poster-like serene monk face, symmetrical layout	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00810	a stained glass depiction of	poster-like serene monk face, symmetrical layout	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00811	a stained glass depiction of	poster-like serene monk face, symmetrical layout	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00812	a stained glass depiction of	poster-like serene monk face, symmetrical layout	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00813	a stained glass depiction of	poster-like serene monk face, symmetrical layout	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00814	a stained glass depiction of	poster-like serene monk face, symmetrical layout	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00815	a stained glass depiction of	poster-like serene monk face, symmetrical layout	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00816	a stained glass depiction of	poster-like serene monk face, symmetrical layout	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00817	a stained glass depiction of	poster-like serene monk face, symmetrical layout	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00818	a stained glass depiction of	poster-like serene monk face, symmetrical layout	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00819	a stained glass depiction of	poster-like serene monk face, symmetrical layout	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00820	a stained glass depiction of	poster-like serene monk face, symmetrical layout	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00821	a stained glass depiction of	poster-like serene monk face, symmetrical layout	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00822	a stained glass depiction of	poster-like serene monk face, symmetrical layout	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00823	a stained glass depiction of	poster-like serene monk face, symmetrical layout	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00824	a stained glass depiction of	poster-like serene monk face, symmetrical layout	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00825	a stained glass depiction of	monumental lighthouse, centered composition	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00826	a stained glass depiction of	monumental lighthouse, centered composition	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00827	a stained glass depiction of	monumental lighthouse, centered composition	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00828	a stained glass depiction of	monumental lighthouse, centered composition	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00829	a stained glass depiction of	monumental lighthouse, centered composition	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00830	a stained glass depiction of	monumental lighthouse, centered composition	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00831	a stained glass depiction of	monumental lighthouse, centered composition	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00832	a stained glass depiction of	monumental lighthouse, centered composition	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00833	a stained glass depiction of	monumental lighthouse, centered composition	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00834	a stained glass depiction of	monumental lighthouse, centered composition	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00835	a stained glass depiction of	monumental lighthouse, centered composition	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00836	a stained glass depiction of	monumental lighthouse, centered composition	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00837	a stained glass depiction of	monumental lighthouse, centered composition	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00838	a stained glass depiction of	monumental lighthouse, centered composition	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00839	a stained glass depiction of	monumental lighthouse, centered composition	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00840	a stained glass depiction of	monumental lighthouse, centered composition	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00841	a stained glass depiction of	monumental lighthouse, centered composition	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00842	a stained glass depiction of	monumental lighthouse, centered composition	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00843	a stained glass depiction of	monumental lighthouse, centered composition	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00844	a stained glass depiction of	monumental lighthouse, centered composition	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00845	a stained glass depiction of	monumental lighthouse, centered composition	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00846	a stained glass depiction of	monumental lighthouse, centered composition	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00847	a stained glass depiction of	monumental lighthouse, centered composition	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00848	a stained glass depiction of	monumental lighthouse, centered composition	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00849	a stained glass depiction of	monumental lighthouse, centered composition	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00850	a stained glass depiction of	high-contrast butterfly, symmetrical layout	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00851	a stained glass depiction of	high-contrast butterfly, symmetrical layout	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00852	a stained glass depiction of	high-contrast butterfly, symmetrical layout	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00853	a stained glass depiction of	high-contrast butterfly, symmetrical layout	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00854	a stained glass depiction of	high-contrast butterfly, symmetrical layout	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00855	a stained glass depiction of	high-contrast butterfly, symmetrical layout	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00856	a stained glass depiction of	high-contrast butterfly, symmetrical layout	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00857	a stained glass depiction of	high-contrast butterfly, symmetrical layout	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00858	a stained glass depiction of	high-contrast butterfly, symmetrical layout	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00859	a stained glass depiction of	high-contrast butterfly, symmetrical layout	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00860	a stained glass depiction of	high-contrast butterfly, symmetrical layout	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00861	a stained glass depiction of	high-contrast butterfly, symmetrical layout	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00862	a stained glass depiction of	high-contrast butterfly, symmetrical layout	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00863	a stained glass depiction of	high-contrast butterfly, symmetrical layout	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00864	a stained glass depiction of	high-contrast butterfly, symmetrical layout	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00865	a stained glass depiction of	high-contrast butterfly, symmetrical layout	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00866	a stained glass depiction of	high-contrast butterfly, symmetrical layout	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00867	a stained glass depiction of	high-contrast butterfly, symmetrical layout	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00868	a stained glass depiction of	high-contrast butterfly, symmetrical layout	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00869	a stained glass depiction of	high-contrast butterfly, symmetrical layout	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00870	a stained glass depiction of	high-contrast butterfly, symmetrical layout	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00871	a stained glass depiction of	high-contrast butterfly, symmetrical layout	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00872	a stained glass depiction of	high-contrast butterfly, symmetrical layout	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00873	a stained glass depiction of	high-contrast butterfly, symmetrical layout	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00874	a stained glass depiction of	high-contrast butterfly, symmetrical layout	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00875	a stained glass depiction of	simple crescent moon, clean background	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00876	a stained glass depiction of	simple crescent moon, clean background	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00877	a stained glass depiction of	simple crescent moon, clean background	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00878	a stained glass depiction of	simple crescent moon, clean background	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00879	a stained glass depiction of	simple crescent moon, clean background	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00880	a stained glass depiction of	simple crescent moon, clean background	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00881	a stained glass depiction of	simple crescent moon, clean background	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00882	a stained glass depiction of	simple crescent moon, clean background	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00883	a stained glass depiction of	simple crescent moon, clean background	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00884	a stained glass depiction of	simple crescent moon, clean background	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00885	a stained glass depiction of	simple crescent moon, clean background	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00886	a stained glass depiction of	simple crescent moon, clean background	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00887	a stained glass depiction of	simple crescent moon, clean background	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00888	a stained glass depiction of	simple crescent moon, clean background	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00889	a stained glass depiction of	simple crescent moon, clean background	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00890	a stained glass depiction of	simple crescent moon, clean background	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00891	a stained glass depiction of	simple crescent moon, clean background	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00892	a stained glass depiction of	simple crescent moon, clean background	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00893	a stained glass depiction of	simple crescent moon, clean background	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00894	a stained glass depiction of	simple crescent moon, clean background	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00895	a stained glass depiction of	simple crescent moon, clean background	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00896	a stained glass depiction of	simple crescent moon, clean background	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00897	a stained glass depiction of	simple crescent moon, clean background	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00898	a stained glass depiction of	simple crescent moon, clean background	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00899	a stained glass depiction of	simple crescent moon, clean background	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00900	a stained glass depiction of	iconic violin, centered composition	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00901	a stained glass depiction of	iconic violin, centered composition	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00902	a stained glass depiction of	iconic violin, centered composition	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00903	a stained glass depiction of	iconic violin, centered composition	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00904	a stained glass depiction of	iconic violin, centered composition	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00905	a stained glass depiction of	iconic violin, centered composition	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00906	a stained glass depiction of	iconic violin, centered composition	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00907	a stained glass depiction of	iconic violin, centered composition	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00908	a stained glass depiction of	iconic violin, centered composition	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00909	a stained glass depiction of	iconic violin, centered composition	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00910	a stained glass depiction of	iconic violin, centered composition	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00911	a stained glass depiction of	iconic violin, centered composition	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00912	a stained glass depiction of	iconic violin, centered composition	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00913	a stained glass depiction of	iconic violin, centered composition	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00914	a stained glass depiction of	iconic violin, centered composition	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00915	a stained glass depiction of	iconic violin, centered composition	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00916	a stained glass depiction of	iconic violin, centered composition	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00917	a stained glass depiction of	iconic violin, centered composition	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00918	a stained glass depiction of	iconic violin, centered composition	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00919	a stained glass depiction of	iconic violin, centered composition	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00920	a stained glass depiction of	iconic violin, centered composition	intricate snake scales, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00921	a stained glass depiction of	iconic violin, centered composition	frost crystals, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00922	a stained glass depiction of	iconic violin, centered composition	ornate smoke swirls, close-up view	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00923	a stained glass depiction of	iconic violin, centered composition	gemstone facets, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00924	a stained glass depiction of	iconic violin, centered composition	woven threads, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00925	a stained glass depiction of	bold chess king, frontal view	intricate eagle feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00926	a stained glass depiction of	bold chess king, frontal view	high-frequency peacock plumage, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00927	a stained glass depiction of	bold chess king, frontal view	delicate owl feathers, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00928	a stained glass depiction of	bold chess king, frontal view	textured phoenix feathers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00929	a stained glass depiction of	bold chess king, frontal view	ultra-detailed rose petals, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00930	a stained glass depiction of	bold chess king, frontal view	intricate sunflower petals, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00931	a stained glass depiction of	bold chess king, frontal view	filigreed ivy vines, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00932	a stained glass depiction of	bold chess king, frontal view	delicate wild mushrooms, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00933	a stained glass depiction of	bold chess king, frontal view	intricate autumn leaves, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00934	a stained glass depiction of	bold chess king, frontal view	ornate coral branches, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00935	a stained glass depiction of	bold chess king, frontal view	filigreed stained glass fragments, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00936	a stained glass depiction of	bold chess king, frontal view	high-frequency mosaic tiles, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00937	a stained glass depiction of	bold chess king, frontal view	embroidered fabric, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00938	a stained glass depiction of	bold chess king, frontal view	ornate lace, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00939	a stained glass depiction of	bold chess king, frontal view	high-frequency folded origami layers, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00940	a stained glass depiction of	bold chess king, frontal view	ceramic shards, busy surface patterns	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00941	a stained glass depiction of	bold chess king, frontal view	intricate watch gears, dense texture	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00942	a stained glass depiction of	bold chess king, frontal view	ornate brass filigree, ornamental detail	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00943	a stained glass depiction of	bold chess king, frontal view	high-frequency circuit traces, fine edges	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
focus_00944	a stained glass depiction of	bold chess king, frontal view	mechanical engravings, rich micro-details	text, watermark, logo, blurry, low contrast, low quality, distorted anatomy
